id,question,prepost,site,percent,know_assess
frn0117,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
frn0117,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
frn0117,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
frn0117,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jbs0117,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",25,ela_guidebooks_diverse_learners_bootcamp_teacher
jdl0320,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jnb0902,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jnb0902,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jnb0902,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
jnb0902,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jnf0902,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jnf0902,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jnf0902,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jnf0902,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
jts0317,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
kbg0420,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
kbg0420,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
kbg0420,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,25,ela_guidebooks_diverse_learners_bootcamp_teacher
kbg0420,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
kdp0818,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kdp0818,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
kdp0818,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kdp0818,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kjb0916,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
kjb0916,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
kjb0916,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
kjb0916,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
klk0118,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
kln0829,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
kxt1019,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kxt1019,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
kxt1019,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
kxt1019,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
lcb1015,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
lcb1015,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
lcb1015,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
lcb1015,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
lcp2966,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
lmh0903,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
lmh0903,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
lmh0903,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
lmh0903,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
mes0825,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
mes0825,What is the ideal use case of the Diverse Learners Planning Guide?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
mes0825,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
mes0825,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
mlh1230,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
mlh1230,What is the ideal use case of the Diverse Learners Planning Guide?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
mlh1230,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,NA,25,ela_guidebooks_diverse_learners_bootcamp_teacher
mlh1230,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,NA,75,ela_guidebooks_diverse_learners_bootcamp_teacher
nmaO619,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
nmaO619,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
nmaO619,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
nmaO619,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
occ1205,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
occ1205,What is the ideal use case of the Diverse Learners Planning Guide?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
occ1205,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
occ1205,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,NA,25,ela_guidebooks_diverse_learners_bootcamp_teacher
pcb0821,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
pcb0821,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
pcb0821,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
pcb0821,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,75,ela_guidebooks_diverse_learners_bootcamp_teacher
plr1010,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
plr1010,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
plr1010,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,75,ela_guidebooks_diverse_learners_bootcamp_teacher
plr1010,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
psb0119,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
psb0119,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
psb0119,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",25,ela_guidebooks_diverse_learners_bootcamp_teacher
psb0119,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
rhc0827,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
rhc0827,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
rhc0827,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,75,ela_guidebooks_diverse_learners_bootcamp_teacher
rhc0827,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,100,ela_guidebooks_diverse_learners_bootcamp_teacher
scg0421,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
scg0421,What is the ideal use case of the Diverse Learners Planning Guide?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
scg0421,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
scg0421,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
sdb0219,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sdb0219,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sdb0219,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
sdb0219,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
slt0610,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
slt0610,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
slt0610,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",75,ela_guidebooks_diverse_learners_bootcamp_teacher
slt0610,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
snm0717,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,What is the ideal use case of the Diverse Learners Planning Guide?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,What is the ideal use case of the Diverse Learners Planning Guide?,post,"Calcasieu Parish, LA",100,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,"Calcasieu Parish, LA",25,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,"Calcasieu Parish, LA",0,ela_guidebooks_diverse_learners_bootcamp_teacher
sop1222,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,"Calcasieu Parish, LA",50,ela_guidebooks_diverse_learners_bootcamp_teacher
sss0820,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
sss0820,What is the ideal use case of the Diverse Learners Planning Guide?,pre,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
sss0820,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
sss0820,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,pre,NA,50,ela_guidebooks_diverse_learners_bootcamp_teacher
tmb0721,"Through observing her students, Mrs. Richards concluded that eight of her students may not know the elements of a written response. There is a culminating writing task that all students will need to complete next week. How can she BEST plan to support these eight students so that they will be successful on this writing task?",post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
tmb0721,What is the ideal use case of the Diverse Learners Planning Guide?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
tmb0721,Which of the following are true about the Diverse Learners Planning Guide’s approach to supporting diverse learners?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
tmb0721,Which of the following observations describe practices for establishing an inclusive and student centered classroom culture?,post,NA,0,ela_guidebooks_diverse_learners_bootcamp_teacher
abc1234,All of the following are effective ways a teacher can help students write a stronger sentence EXCEPT:,pre,"Cleveland Metropolitan School District, OH",0,ela_guidebooks_diverse_learners_bootcamp_writing
abc1234,Which of the following are true about how most students become better writers?,pre,"Cleveland Metropolitan School District, OH",0,ela_guidebooks_diverse_learners_bootcamp_writing
