survey_id,collector_id,respondent_id,date_created,date_modified,response_status,ip_address,"What is the name of your school, district, or parish?",Please ask your teacher for their teacher code.,What is your gender?,Are you Hispanic / Latino/a?,What is your race? Select all that apply. - American Indian or Alaska Native,What is your race? Select all that apply. - Native Hawaiian or other Pacific Islander,What is your race? Select all that apply. - Black or African American,What is your race? Select all that apply. - Asian,What is your race? Select all that apply. - White,What is your race? Select all that apply. - More than one race,What is your race? Select all that apply. - Prefer not to answer,What is your race? Select all that apply. - Other (please specify),How often do you speak English at home? ,What grade level are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways to help students learn.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,To what extent do you agree or disagree with the following statements? - This class is a happy place for me to be.,"To what extent do you agree or disagree with the following statements? - In this class, I feel like I belong.",To what extent do you agree or disagree with the following statements? - Being in this class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in class this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love this subject.",To what extent do you agree or disagree with the following statements? - I enjoy this subject this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,To what extent do you agree or disagree with the following statements? - My teacher seems to know if something is bothering me.,To what extent do you agree or disagree with the following statements? - I can do almost all the work in this class if I don’t give up.,"To what extent do you agree or disagree with the following statements? - Even when work is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I'm certain I can master the skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this class, I focus on learning, not the time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things.",teacher
312653807,410320781,13474297301,2022-05-18T01:47:10Z,2022-05-18T01:54:50Z,partial,172.13.209.32,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joshua Christmas
312653807,410320781,13473611427,2022-05-17T12:32:07Z,2022-05-17T12:32:32Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13473008192,2022-05-16T19:11:17Z,2022-05-16T19:20:42Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,Native Hawaiian or other Pacific Islander,Black or African American,NA,NA,NA,NA,NA,Always,3,4- A lot,5- Always,5- Always,4- A lot,4- A lot,5- Always,3- Sometimes,5- Always,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,Mitzi Mullins
312653807,410320781,13473007431,2022-05-16T19:10:50Z,2022-05-16T19:11:38Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13473007379,2022-05-16T19:10:44Z,2022-05-16T19:15:39Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,3,4- A lot,4- A lot,4- A lot,4- A lot,4- A lot,4- A lot,4- A lot,4- A lot,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Mitzi Mullins
312653807,410320781,13473007151,2022-05-16T19:10:30Z,2022-05-16T19:14:28Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,no,Never,3,5- Always,4- A lot,3- Sometimes,3- Sometimes,4- A lot,4- A lot,5- Always,5- Always,5- Agree,4- Somewhat agree,1- Disagree,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,2- Somewhat disagree ,2- Somewhat disagree ,2- Somewhat disagree ,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,1- Totally untrue,5- Totally true,Mitzi Mullins
312653807,410320781,13472970064,2022-05-16T18:31:41Z,2022-05-16T18:37:32Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,3- Sometimes,5- Always,3- Sometimes,3- Sometimes,5- Always,4- A lot,4- A lot,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,Jasmine Carter
312653807,410320781,13472966686,2022-05-16T18:28:31Z,2022-05-16T19:13:58Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,White,NA,NA,NA,Always,3,1- Never,5- Always,5- Always,3- Sometimes,1- Never,1- Never,1- Never,5- Always,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Mitzi Mullins
312653807,410320781,13472966387,2022-05-16T18:28:13Z,2022-05-16T19:09:35Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13472965551,2022-05-16T18:27:42Z,2022-05-16T19:18:54Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,NA,NA,NA,american,Always,4,5- Always,5- Always,3- Sometimes,2- Rarely,2- Rarely,2- Rarely,3- Sometimes,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,Mitzi Mullins
312653807,410320781,13472965261,2022-05-16T18:27:15Z,2022-05-16T19:14:46Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,NA,NA,NA,NA,Always,3,4- A lot,4- A lot,5- Always,NA,2- Rarely,3- Sometimes,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Mitzi Mullins
312653807,410320781,13472964564,2022-05-16T18:26:51Z,2022-05-16T19:22:44Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,4- A lot,5- Always,4- A lot,3- Sometimes,2- Rarely,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,1- Totally untrue,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Mitzi Mullins
312653807,410320781,13472964011,2022-05-16T18:25:08Z,2022-05-16T18:29:42Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13472963874,2022-05-16T18:26:13Z,2022-05-16T19:09:28Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Mitzi Mullins
312653807,410320781,13472963781,2022-05-16T18:25:27Z,2022-05-16T19:10:13Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,Yes,NA,NA,NA,NA,White,NA,NA,NA,Sometimes,3,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,Mitzi Mullins
312653807,410320781,13472963732,2022-05-16T18:26:23Z,2022-05-16T19:16:20Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,5- Always,4- A lot,4- A lot,4- A lot,4- A lot,5- Always,5- Always,4- A lot,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree ,4- Somewhat agree,3- Neither true nor untrue,NA,5- Totally true,3- Neither true nor untrue,5- Totally true,Mitzi Mullins
312653807,410320781,13472963296,2022-05-16T18:24:46Z,2022-05-16T18:26:17Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13472963204,2022-05-16T18:25:47Z,2022-05-16T19:10:10Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,Yes,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,american,Never,3,5- Always,5- Always,1- Never,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,1- Disagree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,2- Mostly untrue ,4- Mostly true,3- Neither true nor untrue,1- Totally untrue,5- Totally true,Mitzi Mullins
312653807,410320781,13472961157,2022-05-16T18:23:12Z,2022-05-16T18:24:32Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasmine Carter
312653807,410320781,13472960954,2022-05-16T18:21:44Z,2022-05-16T19:23:05Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,NA,NA,NA,Latino,Always,3,5- Always,3- Sometimes,5- Always,2- Rarely,1- Never,1- Never,3- Sometimes,4- A lot,5- Agree,4- Somewhat agree,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,4- Mostly true,3- Neither true nor untrue,4- Mostly true,Mitzi Mullins
312653807,410320781,13472959487,2022-05-16T18:22:17Z,2022-05-16T18:23:08Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mitzi Mullins
312653807,410320781,13472957566,2022-05-16T18:19:24Z,2022-05-16T18:23:20Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,2- Rarely,1- Never,5- Always,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,NA,5- Agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,Eddie Smith
312653807,410320781,13472955836,2022-05-16T18:18:13Z,2022-05-16T18:22:42Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,5- Always,4- A lot,5- Always,4- A lot,3- Sometimes,4- A lot,2- Rarely,5- Always,5- Agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,Eddie Smith
312653807,410320781,13472955471,2022-05-16T18:16:49Z,2022-05-16T18:21:18Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Sometimes,7,4- A lot,2- Rarely,3- Sometimes,2- Rarely,NA,2- Rarely,3- Sometimes,2- Rarely,3- Neither disagree nor agree,NA,2- Somewhat disagree ,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree ,3- Neither disagree nor agree,2- Somewhat disagree ,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree ,3- Neither disagree nor agree,NA,3- Neither disagree nor agree,2- Mostly untrue ,4- Mostly true,3- Neither true nor untrue,2- Mostly untrue ,2- Mostly untrue ,Eddie Smith
312653807,410320781,13472955401,2022-05-16T18:16:52Z,2022-05-16T18:19:13Z,completed,96.18.32.126,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,White,NA,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Eddie Smith
312653807,410320781,13472955362,2022-05-16T18:17:08Z,2022-05-16T18:19:42Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,NA,NA,NA,NA,NA,mixed,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,Eddie Smith
312653807,410320781,13472955209,2022-05-16T18:16:42Z,2022-05-16T18:20:19Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,5- Always,1- Never,4- A lot,3- Sometimes,1- Never,1- Never,2- Rarely,5- Always,4- Somewhat agree,4- Somewhat agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,2- Somewhat disagree ,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Eddie Smith
312653807,410320781,13472955206,2022-05-16T18:17:09Z,2022-05-16T18:22:48Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,4- A lot,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,1- Disagree,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,2- Mostly untrue ,Eddie Smith
312653807,410320781,13472955012,2022-05-16T18:17:03Z,2022-05-16T18:22:40Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,NA,NA,White,NA,NA,NA,Always,7,5- Always,3- Sometimes,4- A lot,4- A lot,3- Sometimes,3- Sometimes,2- Rarely,5- Always,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree ,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree ,1- Disagree,2- Somewhat disagree ,3- Neither disagree nor agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,3- Neither true nor untrue,Eddie Smith
312653807,410320781,13472954909,2022-05-16T18:17:02Z,2022-05-16T18:20:39Z,completed,96.18.32.126,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,5- Always,5- Always,5- Always,3- Sometimes,2- Rarely,2- Rarely,3- Sometimes,5- Always,5- Agree,5- Agree,2- Somewhat disagree ,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Eddie Smith
312653807,410320781,13472954843,2022-05-16T18:16:46Z,2022-05-16T18:21:04Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,5- Always,5- Always,4- A lot,4- A lot,4- A lot,4- A lot,2- Rarely,3- Sometimes,3- Neither disagree nor agree,4- Somewhat agree,2- Somewhat disagree ,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Eddie Smith
312653807,410320781,13472954804,2022-05-16T18:16:55Z,2022-05-16T18:19:26Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,Yes,NA,NA,NA,NA,NA,NA,NA,hispanic,Sometimes,7,4- A lot,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,3- Neither true nor untrue,Eddie Smith
312653807,410320781,13472954751,2022-05-16T18:16:56Z,2022-05-16T18:21:29Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,4- A lot,3- Neither disagree nor agree,2- Somewhat disagree ,2- Somewhat disagree ,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,Eddie Smith
312653807,410320781,13472953861,2022-05-16T18:15:56Z,2022-05-16T18:21:43Z,completed,173.235.255.189,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,4- A lot,5- Always,3- Sometimes,4- A lot,2- Rarely,3- Sometimes,1- Never,5- Always,4- Somewhat agree,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true,Eddie Smith
312653807,410320781,13472953547,2022-05-16T18:15:23Z,2022-05-16T18:19:13Z,completed,50.86.72.2,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,3- Sometimes,2- Rarely,NA,NA,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,3- Neither true nor untrue,Eddie Smith
312653807,410320781,13472945276,2022-05-16T18:05:49Z,2022-05-16T18:07:28Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasmine Carter
312653807,410320781,13472935282,2022-05-16T17:55:12Z,2022-05-16T17:57:32Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasmine Carter
312653807,410320781,13472934851,2022-05-16T17:55:23Z,2022-05-16T18:08:12Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,black,Always,4,4- A lot,5- Always,4- A lot,2- Rarely,4- A lot,3- Sometimes,5- Always,5- Always,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,2- Somewhat disagree ,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree ,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true,Jasmine Carter
312653807,410320781,13472925912,2022-05-16T17:46:04Z,2022-05-16T17:49:10Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasmine Carter
312653807,410320781,13472910870,2022-05-16T17:30:34Z,2022-05-16T17:30:43Z,partial,173.235.255.189,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312653807,410320781,13472909115,2022-05-16T17:28:47Z,2022-05-16T17:35:57Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,5- Always,4- A lot,5- Always,4- Somewhat agree,1- Disagree,2- Somewhat disagree ,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Agree,3- Neither disagree nor agree,5- Agree,4- Mostly true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true,Jasmine Carter
312653807,410320781,13472908834,2022-05-16T17:24:56Z,2022-05-16T17:42:53Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,3- Sometimes,5- Always,2- Rarely,1- Never,1- Never,1- Never,1- Never,5- Always,4- Somewhat agree,5- Agree,1- Disagree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,2- Mostly untrue ,Jasmine Carter
312653807,410320781,13472908510,2022-05-16T17:26:54Z,2022-05-16T17:28:39Z,partial,50.86.123.130,"Mississippi Department of Education, MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasmine Carter
312653807,410320781,13472908239,2022-05-16T17:26:41Z,2022-05-16T17:47:12Z,completed,50.86.123.130,"Mississippi Department of Education, MS",NA,Male,No,NA,NA,Black or African American,NA,NA,NA,NA,NA,Always,4,5- Always,4- A lot,3- Sometimes,4- A lot,3- Sometimes,5- Always,2- Rarely,5- Always,4- Somewhat agree,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Totally true,NA,5- Totally true,4- Mostly true,5- Totally true,Jasmine Carter
