student_id,teacher_id,prepost,What is your student identification number as provided by your school or teacher?,What is the name of your school district or parish?,What is your gender?,Are you Hispanic/Latino/a?,What is your race? - American Indian or Alaska Native,What is your race? - Native Hawaiian or other Pacific Islander,What is your race? - Black or African American,What is your race? - Asian,What is your race? - White,What is your race? - More than one race,What is your race? - Other (please specify),How often do you speak English at home? ,What grade level of math are you currently enrolled in?,How often does your teacher do these things? - My teacher explains what we are learning in different ways.,How often does your teacher do these things? - My teacher uses what I already know to help me understand new ideas.,How often does your teacher do these things? - My teacher wants students from different cultures to respect one another.,How often does your teacher do these things? - My teacher treats all students like they are important members of the classroom.,How often does your teacher do these things? - My teacher uses examples from my culture when teaching.,How often does your teacher do these things? - My teacher asks about students’ home life.,How often does your teacher do these things? - My teacher asks about ways that students’ cultures may be different from others.,How often does your teacher do these things? - My teacher helps students learn about other students and their cultures.,To what extent do you agree or disagree with the following statements? - This math class is a happy place for me to be.,To what extent do you agree or disagree with the following statements? - Being in this math class makes me feel sad or angry.,To what extent do you agree or disagree with the following statements? - The things we have done in math this year are interesting.,"To what extent do you agree or disagree with the following statements? - Because of this teacher, I am learning to love math.",To what extent do you agree or disagree with the following statements? - I enjoy math class this year.,To what extent do you agree or disagree with the following statements? - My teacher makes me feel that he/she really cares about me.,To what extent do you agree or disagree with the following statements? - I like the way my teacher treats me when I need help.,"To what extent do you agree or disagree with the following statements? - Even when math is hard, I know I can learn it.",To what extent do you agree or disagree with the following statements? - I can do almost all the math in this class if I don't give up.,To what extent do you agree or disagree with the following statements? - I'm certain I can master the math skills taught in this class.,"To what extent do you agree or disagree with the following statements? - When doing work for this math class, I focus on learning not time work takes.",To what extent do you agree or disagree with the following statements? - I have been able to figure out the most difficult work in this math class.,To what extent are the following statements true or not true? - My teacher makes sure that I try to do my best.,"To what extent are the following statements true or not true? - In this class, we learn a lot almost every day.","To what extent are the following statements true or not true? - In this class, we learn to correct our mistakes.","To what extent are the following statements true or not true? - In this class, my teacher accepts nothing less than our full effort.","To what extent are the following statements true or not true? - My teacher wants us to use our thinking skills, not just memorize things."
student_163,teacher_15,post,696786730,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,Mexican,Always,10,3- Sometimes,5- Always,5- Always,5- Always,1- Never,4- A lot,3- Sometimes,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_74,teacher_15,post,276821527,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,hispanic,Always,10,5- Always,5- Always,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,4- Somewhat agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_138,teacher_15,post,586315772,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,3- Sometimes,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_52,teacher_15,post,193718236,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,3- Sometimes,4- A lot,5- Always,5- Always,1- Never,2- Rarely,1- Never,1- Never,4- Somewhat agree,1- Disagree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true,5- Totally true
student_39,teacher_15,post,173343179,Deming Public Schools,Female,Yes,American Indian or Alaska Native,NA,NA,NA,White,More than one race,NA,Always,10,5- Always,5- Always,5- Always,5- Always,1- Never,1- Never,3- Sometimes,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,4- Mostly true
student_124,teacher_15,post,496579830,Deming Public Schools,Prefer not to answer,No,NA,NA,NA,Asian,NA,NA,NA,Sometimes,10,5- Always,5- Always,4- A lot,5- Always,2- Rarely,3- Sometimes,2- Rarely,3- Sometimes,4- Somewhat agree,1- Disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_90,teacher_15,post,359286515,Deming Public Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,4- A lot,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_115,teacher_15,post,476963558,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,4- A lot,4- A lot,5- Always,5- Always,2- Rarely,3- Sometimes,3- Sometimes,2- Rarely,2- Somewhat disagree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Mostly true,4- Mostly true,5- Totally true,4- Mostly true,4- Mostly true
student_89,teacher_15,post,358153674,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,10,4- A lot,4- A lot,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,4- Somewhat agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_66,teacher_15,post,239863756,Deming Public Schools,Female,No,NA,NA,NA,Asian,NA,NA,NA,Always,10,5- Always,4- A lot,5- Always,5- Always,5- Always,1- Never,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_129,teacher_15,post,532841517,Deming Public Schools,Female,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,10,5- Always,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,2- Rarely,1- Never,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_179,teacher_15,post,738744820,Deming Public Schools,Female,Yes,NA,NA,NA,Asian,NA,NA,Mexican,Always,10,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,5- Agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_71,teacher_15,post,262626617,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,2- Rarely,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_136,teacher_15,post,577441892,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Mexican,Almost always,10,5- Always,5- Always,5- Always,5- Always,5- Always,1- Never,1- Never,2- Rarely,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_153,teacher_15,post,653469239,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Never,10,5- Always,5- Always,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,2- Somewhat disagree,2- Somewhat disagree,4- Mostly true,5- Totally true,3- Neither untrue nor true,3- Neither untrue nor true,2- Mostly untrue
student_149,teacher_15,post,633441894,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,4- A lot,5- Always,5- Always,5- Always,1- Never,3- Sometimes,4- A lot,4- A lot,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_67,teacher_15,post,247915119,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,1- Never,1- Never,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_164,teacher_15,post,699223194,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,2- Rarely,5- Always,5- Always,5- Always,1- Never,2- Rarely,1- Never,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_84,teacher_15,post,329122618,Deming Public Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,10,3- Sometimes,4- A lot,5- Always,5- Always,3- Sometimes,4- A lot,3- Sometimes,3- Sometimes,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,1- Disagree,4- Somewhat agree,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,4- Mostly true
student_170,teacher_15,post,721711877,Deming Public Schools,Male,No,NA,NA,NA,NA,NA,NA,Middle Eastern,Almost always,10,5- Always,5- Always,4- A lot,5- Always,2- Rarely,5- Always,3- Sometimes,4- A lot,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,5- Totally true
student_36,teacher_16,post,169899127,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Almost always,12,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_155,teacher_16,post,661893123,Deming Public Schools,Male,Yes,NA,NA,Black or African American,NA,NA,NA,Hispanic,Almost always,12,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_65,teacher_19,pre,236434874,Pojoaque Valley School District,Female,Yes,NA,Native Hawaiian or other Pacific Islander,NA,NA,NA,NA,NA,Always,9,5- Always,5- Always,5- Always,5- Always,2- Rarely,5- Always,3- Sometimes,3- Sometimes,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_163,teacher_15,pre,696786730,Deming Public Schools,Female,Yes,NA,NA,NA,NA,White,NA,Hispanic,Always,10,5- Always,4- A lot,5- Always,5- Always,1- Never,3- Sometimes,2- Rarely,3- Sometimes,3- Neither disagree nor agree,1- Disagree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_183,teacher_17,pre,772895751,Deming Public Schools,Male,Yes,NA,NA,NA,NA,NA,NA,Mexican/American,Sometimes,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_93,teacher_21,pre,375426921,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,NA,NA,Hispanic,Always,10,5- Always,5- Always,5- Always,5- Always,5- Always,4- A lot,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_94,teacher_21,pre,377183132,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Never,10,5- Always,4- A lot,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,3- Neither disagree nor agree,1- Disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,4- Somewhat agree,4- Mostly true,5- Totally true,4- Mostly true,5- Totally true,5- Totally true
student_80,teacher_21,pre,296963465,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_201,teacher_21,pre,883113383,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Never,10,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,3- Sometimes,3- Sometimes,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_180,teacher_21,pre,743535361,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Almost always,10,5- Always,5- Always,5- Always,5- Always,3- Sometimes,3- Sometimes,4- A lot,2- Rarely,3- Neither disagree nor agree,1- Disagree,5- Agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_133,teacher_21,pre,561848953,Pojoaque Valley School District,Male,Yes,NA,NA,Black or African American,NA,NA,More than one race,NA,Always,9,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,3- Neither disagree nor agree,5- Agree,5- Agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,5- Agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true
student_16,teacher_21,pre,134156785,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,White,More than one race,NA,Always,10,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_169,teacher_21,pre,711838987,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,NA,NA,"spainord, german",Sometimes,12,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true
student_119,teacher_21,pre,489833947,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,5- Always,5- Always,5- Always,5- Always,4- A lot,3- Sometimes,3- Sometimes,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_76,teacher_21,pre,283226595,Pojoaque Valley School District,Male,Yes,NA,NA,Black or African American,NA,NA,NA,NA,Always,10,5- Always,4- A lot,5- Always,4- A lot,1- Never,2- Rarely,1- Never,1- Never,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true,4- Mostly true,4- Mostly true
student_134,teacher_21,pre,569459365,Pojoaque Valley School District,Male,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Always,10,4- A lot,5- Always,4- A lot,5- Always,1- Never,1- Never,2- Rarely,1- Never,3- Neither disagree nor agree,1- Disagree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,1- Disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,1- Disagree,5- Totally true,4- Mostly true,4- Mostly true,4- Mostly true,5- Totally true
student_12,teacher_21,pre,125278143,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Always,10,4- A lot,4- A lot,5- Always,5- Always,2- Rarely,4- A lot,2- Rarely,3- Sometimes,5- Agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,5- Totally true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_97,teacher_21,pre,389393794,Pojoaque Valley School District,Female,No,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,Sometimes,10,4- A lot,4- A lot,4- A lot,4- A lot,1- Never,1- Never,1- Never,2- Rarely,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,5- Agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Somewhat agree,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true,4- Mostly true
student_103,teacher_21,pre,416265981,Pojoaque Valley School District,Female,Yes,NA,NA,NA,NA,White,NA,NA,Sometimes,10,3- Sometimes,4- A lot,3- Sometimes,4- A lot,1- Never,2- Rarely,1- Never,1- Never,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,4- Somewhat agree,3- Neither untrue nor true,3- Neither untrue nor true,4- Mostly true,3- Neither untrue nor true,4- Mostly true
student_191,teacher_21,pre,818992737,Pojoaque Valley School District,Male,Yes,NA,NA,NA,NA,NA,More than one race,NA,Always,10,4- A lot,3- Sometimes,3- Sometimes,4- A lot,3- Sometimes,1- Never,2- Rarely,3- Sometimes,4- Somewhat agree,4- Somewhat agree,3- Neither disagree nor agree,2- Somewhat disagree,4- Somewhat agree,3- Neither disagree nor agree,3- Neither disagree nor agree,5- Agree,5- Agree,5- Agree,3- Neither disagree nor agree,5- Agree,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true,3- Neither untrue nor true
student_88,teacher_17,pre,348172446,Deming Public Schools,Male,Yes,NA,NA,NA,NA,White,NA,NA,Always,9,4- A lot,5- Always,5- Always,5- Always,1- Never,2- Rarely,2- Rarely,1- Never,5- Agree,1- Disagree,4- Somewhat agree,1- Disagree,4- Somewhat agree,2- Somewhat disagree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,1- Disagree,5- Agree,4- Mostly true,4- Mostly true,5- Totally true,4- Mostly true,4- Mostly true
student_56,teacher_5,pre,2000,Clovis Municipal Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,6,4- A lot,4- A lot,5- Always,5- Always,4- A lot,5- Always,5- Always,5- Always,5- Agree,2- Somewhat disagree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true,5- Totally true
student_51,teacher_5,pre,1900,Clovis Municipal Schools,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,4- Somewhat agree,5- Agree,4- Somewhat agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,4- Mostly true,5- Totally true,5- Totally true,4- Mostly true
student_45,teacher_5,pre,1800,Clovis Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_37,teacher_5,pre,1700,Clovis Municipal Schools,Male,No,NA,NA,NA,NA,White,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_29,teacher_5,pre,1600,Clovis Municipal Schools,Female,No,NA,NA,NA,NA,White,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_22,teacher_5,pre,1500,Clovis Municipal Schools,Female,No,NA,NA,Black or African American,NA,NA,NA,NA,Always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_22,teacher_5,pre,1500,Clovis Municipal Schools,Male,No,NA,NA,NA,NA,NA,NA, C - CAUCASIAN,Almost always,7,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_18,teacher_5,pre,1400,Clovis Municipal Schools,Male,Yes,NA,NA,NA,NA,NA,NA,H - HISPANIC,Almost always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_14,teacher_5,pre,1300,Clovis Municipal Schools,Female,Yes,NA,NA,NA,NA,NA,NA,H - HISPANIC,Sometimes,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_10,teacher_5,pre,1200,Clovis Municipal Schools,Female,No,NA,NA,NA,NA,NA,NA, C - CAUCASIAN,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_6,teacher_5,pre,1100,Clovis Municipal Schools,Female,No,NA,NA,NA,NA,NA,NA, C - CAUCASIAN,Always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
student_3,teacher_5,pre,1000,Clovis Municipal Schools,Male,Yes,NA,NA,NA,NA,NA,NA,H - HISPANIC,Almost always,6,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Always,5- Agree,1- Disagree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Agree,5- Totally true,5- Totally true,5- Totally true,5- Totally true,5- Totally true
